episode,timestep,reward
5789,1366000,147.1541
5798,1368000,191.6887
5806,1370000,201.618
5817,1372000,221.0253
5826,1374000,281.3392
5834,1376000,272.7346
5844,1378000,244.0541
5854,1380000,277.7017
5863,1382000,267.4212
5872,1384000,274.4443
5875,1386000,148.4679
5884,1388000,248.2117
5891,1390000,228.7095
5897,1392000,266.453
5903,1394000,212.5343
5910,1396000,235.6862
5918,1398000,202.2931
5927,1400000,259.3083
5932,1402000,230.1383
5936,1404000,139.9551
5942,1406000,195.1072
5952,1408000,191.5991
5958,1410000,161.4304
5964,1412000,269.2983
5968,1414000,97.3238
5976,1416000,267.1228
5981,1418000,208.4112
5992,1420000,262.5844
5999,1422000,268.6485
6006,1424000,244.8849
6014,1426000,258.5134
6024,1428000,277.8272
6033,1430000,257.2623
6042,1432000,181.0059
6047,1434000,203.7602
6057,1436000,272.4985
6061,1438000,226.9544
6068,1440000,234.0079
6077,1442000,172.0943
6084,1444000,252.7318
6096,1446000,155.8614
6102,1448000,230.864
6112,1450000,226.4965
6125,1452000,250.416
6136,1454000,229.5708
6147,1456000,182.7057
6160,1458000,166.9035
6171,1460000,209.0427
6182,1462000,242.7135
6192,1464000,203.9395
6203,1466000,260.2154
6214,1468000,258.8212
6228,1470000,184.3936
6239,1472000,209.3767
6245,1474000,274.5444
6257,1476000,198.706
6268,1478000,250.6863
6279,1480000,257.6063
6281,1482000,153.4427
6292,1484000,191.5426
6298,1486000,217.1885
6310,1488000,204.1817
6318,1490000,263.3253
6330,1492000,277.0868
6341,1494000,232.1203
6352,1496000,223.7886
6364,1498000,189.954
6369,1500000,214.5259
6379,1502000,235.4078
6385,1504000,207.6697
6396,1506000,264.1578
6404,1508000,291.9579
6409,1510000,233.348
6417,1512000,273.6467
6428,1514000,236.3224
6436,1516000,205.9677
6441,1518000,222.5474
6450,1520000,272.0342
6459,1522000,168.0234
6465,1524000,253.7684
6474,1526000,243.0123
6483,1528000,235.3394
6489,1530000,247.7243
6500,1532000,280.134
6511,1534000,260.262
6521,1536000,216.6524
6529,1538000,236.6464
6534,1540000,234.4368
6542,1542000,279.8467
6550,1544000,200.3541
6561,1546000,263.6038
6568,1548000,255.7601
6578,1550000,270.8825
6588,1552000,248.253
6594,1554000,194.4319
6604,1556000,247.7045
6612,1558000,208.0028
6619,1560000,158.8278
6632,1562000,216.5115
6639,1564000,226.117
6649,1566000,253.6127
6661,1568000,232.0481
6670,1570000,243.4343
6679,1572000,229.3073
6688,1574000,271.023
6694,1576000,225.7975
6705,1578000,261.8976
6715,1580000,250.953
6726,1582000,264.1181
6735,1584000,223.2613
6745,1586000,254.5997
6756,1588000,255.2803
6768,1590000,253.6768
6776,1592000,244.5202
6787,1594000,245.8271
6798,1596000,250.6594
6809,1598000,262.6409
6820,1600000,260.6889
6828,1602000,273.5801
6835,1604000,224.3878
6844,1606000,237.7319
6853,1608000,253.7209
6859,1610000,269.8572
6868,1612000,296.8936
6878,1614000,271.3615
6889,1616000,252.9346
6898,1618000,281.5797
6906,1620000,249.557
6913,1622000,213.0343
6919,1624000,262.4129
6927,1626000,266.8511
6934,1628000,294.7701
6941,1630000,246.8072
6949,1632000,190.0632
6956,1634000,236.2444
6965,1636000,278.5111
6973,1638000,269.2758
6981,1640000,281.7442
6991,1642000,279.9051
7001,1644000,273.5509
7011,1646000,270.2518
7020,1648000,232.2229
7031,1650000,257.6909
7041,1652000,216.8827
7052,1654000,275.2405
7061,1656000,271.1584
7069,1658000,276.2141
7074,1660000,234.4247
7085,1662000,259.3527
7095,1664000,272.99
7102,1666000,269.848
7113,1668000,274.2596
7124,1670000,255.314
7135,1672000,284.8821
7145,1674000,274.6846
7156,1676000,221.5059
7166,1678000,279.8852
7170,1680000,147.073
7180,1682000,259.936
7189,1684000,237.5446
7200,1686000,262.3784
7207,1688000,279.9902
7218,1690000,243.4787
7230,1692000,247.5389
7241,1694000,263.0153
7247,1696000,264.5767
7257,1698000,264.8216
7265,1700000,243.5577
7272,1702000,151.0591
7278,1704000,252.4079
7289,1706000,274.0648
7299,1708000,288.852
7311,1710000,260.4034
7319,1712000,268.0279
7328,1714000,269.7561
7338,1716000,258.1274
7346,1718000,187.9858
7351,1720000,163.787
7362,1722000,258.6859
7373,1724000,252.0928
7379,1726000,247.2224
7388,1728000,184.3998
7395,1730000,246.538
7403,1732000,261.6417
7414,1734000,249.8127
7425,1736000,283.4858
7436,1738000,241.4551
7447,1740000,267.0589
7456,1742000,269.316
7462,1744000,189.8468
7474,1746000,262.2072
7484,1748000,263.8715
7493,1750000,255.5399
7502,1752000,258.7892
7513,1754000,287.0002
7523,1756000,259.0455
7534,1758000,284.3798
7540,1760000,271.8799
7550,1762000,283.3555
7559,1764000,288.0323
7568,1766000,253.6939
7579,1768000,238.6348
7590,1770000,217.8437
7603,1772000,135.9785
7613,1774000,202.5052
7621,1776000,149.8956
7628,1778000,257.0231
7639,1780000,244.4925
7646,1782000,264.7476
7658,1784000,227.146
7667,1786000,243.9862
7674,1788000,247.3117
7685,1790000,252.3335
7697,1792000,263.8753
7703,1794000,230.3853
7716,1796000,200.4683
7726,1798000,257.1073
7733,1800000,230.7824
7744,1802000,230.2492
7755,1804000,261.4257
7767,1806000,257.809
7778,1808000,247.3994
7782,1810000,230.1726
7788,1812000,247.9344
7800,1814000,248.6618
7806,1816000,258.6037
7815,1818000,246.3181
7826,1820000,266.1583
7838,1822000,228.6604
